id,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_income,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_since_last_promotion,years_with_curr_manager
546,52,No,Rarely,1490.0,Research & Development,4,Educación básica,Unknown,4,Female,30.0,Satisfecho,Manager,Manager,Muy satisfecho,Married,16555.0,2,No,13,3,4,0,31,2,Nada satisfecho,5,2,1,4
547,42,No,Frequently,532.0,Research & Development,29,Educación básica,Life Sciences,1,Female,92.0,Satisfecho,Junior,Research Scientist,Satisfecho,Divorced,4556.0,2,No,11,3,2,1,19,3,Satisfecho,5,4,0,2
548,30,No,Rarely,317.0,Research & Development,2,FP/Bachiller,Life Sciences,3,Female,43.0,Nada satisfecho,Junior,Manufacturing Director,Muy satisfecho,Single,6091.0,2,No,20,4,3,0,11,2,Satisfecho,5,4,0,2
549,60,No,Rarely,422.0,Research & Development,7,FP/Bachiller,Life Sciences,1,Female,41.0,Satisfecho,Director,Manager,Nada satisfecho,Married,19566.0,5,No,11,3,4,0,33,5,Nada satisfecho,29,8,11,10
550,46,No,Rarely,1485.0,Research & Development,18,FP/Bachiller,Medical,3,Female,87.0,Satisfecho,Junior,Manufacturing Director,Satisfecho,Divorced,4810.0,2,No,14,3,3,1,19,5,Insatisfecho,10,7,0,8
551,42,No,Frequently,1368.0,Research & Development,28,Estudios universitarios,Technical Degree,4,Female,88.0,Insatisfecho,Junior,Healthcare Representative,Unknown,Married,4523.0,0,No,11,3,4,3,7,4,Muy satisfecho,6,5,0,4
554,24,Yes,Rarely,1448.0,Sales,1,Sin estudios,Technical Degree,1,Female,62.0,Satisfecho,Becario,Sales Representative,Insatisfecho,Single,3202.0,1,Yes,16,3,2,0,6,4,Satisfecho,5,3,1,4
555,34,Yes,Frequently,296.0,Sales,6,Educación básica,Marketing,4,Female,33.0,Nada satisfecho,Becario,Sales Representative,Satisfecho,Divorced,2351.0,0,No,16,3,4,1,3,3,Insatisfecho,2,2,1,1
556,38,No,Frequently,1490.0,Research & Development,2,Educación básica,Life Sciences,4,Male,42.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Married,1702.0,1,Yes,23,4,3,1,1,3,Satisfecho,1,0,0,0
558,40,No,Rarely,1398.0,Sales,2,Estudios universitarios,Life Sciences,3,Female,79.0,Satisfecho,Director,Manager,Satisfecho,Married,18041.0,0,No,14,3,4,0,21,2,Satisfecho,20,15,1,9
560,26,No,Rarely,1349.0,Research & Development,23,FP/Bachiller,Life Sciences,1,Female,90.0,Satisfecho,Becario,Research Scientist,Muy satisfecho,Divorced,2886.0,1,No,22,4,2,2,3,3,Nada satisfecho,3,2,0,2
562,30,No,Non,1400.0,Research & Development,3,FP/Bachiller,Unknown,3,Male,53.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Married,2097.0,4,No,15,3,3,1,9,3,Nada satisfecho,5,3,1,4
564,29,No,Rarely,986.0,Research & Development,3,Estudios universitarios,Medical,2,Male,93.0,Insatisfecho,Senior,Research Director,Satisfecho,Married,11935.0,1,No,18,3,3,0,10,2,Satisfecho,10,2,0,7
565,29,Yes,Rarely,408.0,Research & Development,25,Postgrado,Technical Degree,3,Female,71.0,Insatisfecho,Becario,Research Scientist,Insatisfecho,Married,2546.0,5,No,16,3,2,0,6,2,Muy satisfecho,2,2,1,1
566,19,Yes,Rarely,489.0,Human Resources,2,Educación básica,Technical Degree,1,Male,52.0,Insatisfecho,Becario,Human Resources,Muy satisfecho,Single,2564.0,1,No,12,3,3,0,1,3,Muy satisfecho,1,0,0,0
567,30,No,Non,1398.0,Sales,22,Estudios universitarios,Other,3,Female,69.0,Satisfecho,Senior,Sales Executive,Nada satisfecho,Married,8412.0,0,No,11,3,3,0,10,3,Satisfecho,9,8,7,8
568,57,No,Rarely,210.0,Sales,29,FP/Bachiller,Marketing,1,Male,56.0,Insatisfecho,Manager,Manager,Muy satisfecho,Divorced,14118.0,3,No,12,3,3,1,32,3,Insatisfecho,1,0,0,1
569,50,No,Rarely,1099.0,Research & Development,29,Estudios universitarios,Life Sciences,2,Male,88.0,Insatisfecho,Manager,Manager,Satisfecho,Married,17046.0,0,No,15,3,2,1,28,2,Satisfecho,27,10,15,7
571,30,No,Non,1116.0,Research & Development,2,FP/Bachiller,Medical,3,Female,49.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Single,2564.0,0,No,14,3,3,0,12,2,Insatisfecho,11,7,6,7
573,60,No,Frequently,1499.0,Sales,28,FP/Bachiller,Unknown,3,Female,80.0,Insatisfecho,Senior,Sales Executive,Nada satisfecho,Married,10266.0,4,No,19,3,4,0,22,5,Muy satisfecho,18,13,13,11
574,47,No,Rarely,983.0,Research & Development,2,Educación básica,Medical,1,Female,65.0,Satisfecho,Junior,Manufacturing Director,Muy satisfecho,Divorced,5070.0,5,No,13,3,3,3,20,2,Satisfecho,5,0,0,4
575,46,No,Rarely,1009.0,Research & Development,2,FP/Bachiller,Life Sciences,1,Male,51.0,Satisfecho,Manager,Research Director,Satisfecho,Married,17861.0,6,No,13,3,3,0,26,2,Nada satisfecho,3,2,0,1
577,35,No,Rarely,144.0,Research & Development,22,FP/Bachiller,Life Sciences,4,Male,46.0,Nada satisfecho,Becario,Laboratory Technician,Satisfecho,Single,4230.0,0,No,15,3,3,0,6,2,Satisfecho,5,4,4,3
578,54,No,Rarely,548.0,Research & Development,8,Estudios universitarios,Life Sciences,3,Female,42.0,Satisfecho,Junior,Laboratory Technician,Satisfecho,Single,3780.0,7,No,11,3,3,0,19,3,Satisfecho,1,0,0,0
579,34,No,Rarely,1303.0,Research & Development,2,Estudios universitarios,Life Sciences,4,Male,62.0,Insatisfecho,Becario,Research Scientist,Satisfecho,Divorced,2768.0,3,No,12,3,3,1,14,3,Satisfecho,7,3,5,7
580,46,No,Rarely,1125.0,Sales,10,FP/Bachiller,Marketing,3,Female,94.0,Insatisfecho,Senior,Sales Executive,Muy satisfecho,Married,9071.0,2,Yes,19,3,3,1,15,3,Satisfecho,3,2,1,2
581,31,No,Rarely,1274.0,Research & Development,9,Sin estudios,Life Sciences,3,Male,33.0,Satisfecho,Senior,Manufacturing Director,Insatisfecho,Divorced,10648.0,1,No,25,4,4,1,13,6,Muy satisfecho,13,8,0,8
582,33,Yes,Rarely,1277.0,Research & Development,15,Sin estudios,Medical,2,Male,56.0,Satisfecho,Senior,Manager,Satisfecho,Married,13610.0,7,Yes,12,3,4,0,15,2,Muy satisfecho,7,6,7,7
584,33,Yes,Rarely,587.0,Research & Development,10,Sin estudios,Medical,1,Male,38.0,Nada satisfecho,Becario,Laboratory Technician,Muy satisfecho,Divorced,3408.0,7,No,13,3,1,3,8,2,Satisfecho,4,3,1,3
585,30,No,Rarely,413.0,Sales,7,Sin estudios,Marketing,4,Male,57.0,Satisfecho,Becario,Sales Representative,Insatisfecho,Single,2983.0,0,No,14,3,1,0,4,3,Satisfecho,3,2,1,2
586,35,No,Rarely,1276.0,Research & Development,16,FP/Bachiller,Life Sciences,4,Male,72.0,Satisfecho,Senior,Healthcare Representative,Satisfecho,Married,7632.0,4,Yes,12,3,3,0,10,1,Satisfecho,8,7,0,0
587,31,Yes,Frequently,534.0,Research & Development,20,FP/Bachiller,Life Sciences,1,Male,66.0,Satisfecho,Senior,Healthcare Representative,Satisfecho,Married,9824.0,3,No,12,3,1,0,12,2,Satisfecho,1,0,0,0
590,34,Yes,Frequently,988.0,Human Resources,23,FP/Bachiller,Human Resources,2,Female,43.0,Satisfecho,Senior,Human Resources,Nada satisfecho,Divorced,9950.0,9,Yes,15,3,3,3,11,2,Satisfecho,3,2,0,2
591,42,No,Rarely,1474.0,Research & Development,5,Educación básica,Other,2,Male,97.0,Satisfecho,Becario,Laboratory Technician,Satisfecho,Married,2093.0,4,No,17,3,4,1,8,4,Satisfecho,2,2,2,0
592,36,No,Non,635.0,Sales,10,Estudios universitarios,Medical,2,Male,32.0,Satisfecho,Senior,Sales Executive,Muy satisfecho,Single,9980.0,1,No,14,3,4,0,10,3,Insatisfecho,10,3,9,7
593,22,Yes,Frequently,1368.0,Research & Development,4,Sin estudios,Technical Degree,3,Male,99.0,Insatisfecho,Becario,Laboratory Technician,Satisfecho,Single,3894.0,5,No,16,3,3,0,4,3,Satisfecho,2,2,1,2
595,48,No,Rarely,163.0,Sales,2,Postgrado,Marketing,2,Female,37.0,Satisfecho,Junior,Sales Executive,Muy satisfecho,Married,4051.0,2,No,14,3,1,1,14,3,Satisfecho,9,7,6,7
597,55,No,Rarely,1117.0,Sales,18,Postgrado,Life Sciences,1,Female,83.0,Satisfecho,Manager,Manager,Insatisfecho,Single,16835.0,3,No,23,4,4,0,37,2,Satisfecho,10,9,7,7
599,41,No,Rarely,267.0,Sales,10,Educación básica,Unknown,4,Male,56.0,Satisfecho,Junior,Sales Executive,Muy satisfecho,Unknown,6230.0,7,No,14,3,4,0,16,3,Satisfecho,14,3,1,10
600,35,No,Rarely,619.0,Sales,1,FP/Bachiller,Marketing,2,Male,85.0,Satisfecho,Junior,Sales Executive,Satisfecho,Married,4717.0,9,No,11,3,3,0,15,2,Satisfecho,11,9,6,9
601,40,No,Rarely,302.0,Research & Development,6,FP/Bachiller,Life Sciences,2,Female,75.0,Satisfecho,Manager,Manufacturing Director,Satisfecho,Single,13237.0,7,No,15,3,3,0,22,3,Satisfecho,20,6,5,13
602,39,No,Frequently,443.0,Research & Development,8,Sin estudios,Life Sciences,3,Female,48.0,Satisfecho,Becario,Laboratory Technician,Satisfecho,Married,3755.0,1,No,11,3,1,1,8,2,Satisfecho,8,3,0,7
604,31,No,Rarely,828.0,Sales,2,Sin estudios,Life Sciences,2,Male,77.0,Satisfecho,Junior,Sales Executive,Muy satisfecho,Single,6582.0,4,Yes,13,3,3,0,10,2,Muy satisfecho,6,5,0,3
605,42,No,Rarely,319.0,Research & Development,24,FP/Bachiller,Medical,4,Male,56.0,Satisfecho,Senior,Manufacturing Director,Nada satisfecho,Married,7406.0,1,Yes,21,4,4,1,10,5,Insatisfecho,10,9,5,8
606,45,No,Rarely,561.0,Sales,2,FP/Bachiller,Other,4,Male,61.0,Satisfecho,Junior,Sales Executive,Insatisfecho,Unknown,4805.0,0,No,19,3,2,1,9,3,Muy satisfecho,8,7,3,7
608,26,Yes,Frequently,426.0,Human Resources,17,Estudios universitarios,Life Sciences,2,Female,58.0,Satisfecho,Becario,Human Resources,Satisfecho,Divorced,2741.0,0,Yes,11,3,2,1,8,2,Insatisfecho,7,7,1,0
611,29,No,Rarely,232.0,Research & Development,19,FP/Bachiller,Technical Degree,4,Male,34.0,Satisfecho,Junior,Manufacturing Director,Muy satisfecho,Divorced,4262.0,4,No,12,3,2,2,8,2,Muy satisfecho,3,2,1,3
612,33,No,Rarely,922.0,Research & Development,1,Postgrado,Medical,1,Female,95.0,Muy satisfecho,Manager,Research Director,Satisfecho,Divorced,16184.0,4,No,19,3,3,1,10,2,Satisfecho,6,1,0,5
613,31,No,Rarely,688.0,Sales,7,FP/Bachiller,Life Sciences,3,Male,44.0,Insatisfecho,Senior,Manager,Muy satisfecho,Divorced,11557.0,9,No,21,4,3,1,10,3,Insatisfecho,5,4,0,1
614,18,Yes,Frequently,1306.0,Sales,5,FP/Bachiller,Marketing,2,Male,69.0,Satisfecho,Becario,Sales Representative,Insatisfecho,Single,1878.0,1,Yes,14,3,4,0,0,3,Satisfecho,0,0,0,0
615,40,No,Non,1094.0,Sales,28,FP/Bachiller,Other,3,Male,58.0,Nada satisfecho,Senior,Sales Executive,Nada satisfecho,Divorced,10932.0,3,No,15,3,3,1,20,2,Satisfecho,1,0,0,1
616,41,No,Non,509.0,Research & Development,2,Estudios universitarios,Other,1,Female,62.0,Insatisfecho,Junior,Healthcare Representative,Unknown,Unknown,6811.0,2,Yes,17,3,1,0,10,3,Satisfecho,8,7,0,5
618,26,No,Rarely,775.0,Sales,29,Educación básica,Medical,1,Male,45.0,Satisfecho,Junior,Sales Executive,Satisfecho,Divorced,4306.0,5,No,12,3,1,2,8,5,Satisfecho,0,0,0,0
620,35,No,Rarely,195.0,Sales,1,FP/Bachiller,Medical,1,Female,80.0,Satisfecho,Junior,Sales Executive,Satisfecho,Single,4859.0,1,No,16,3,4,0,5,3,Satisfecho,5,4,0,3
621,34,No,Rarely,258.0,Sales,21,Estudios universitarios,Life Sciences,4,Male,74.0,Muy satisfecho,Junior,Sales Executive,Muy satisfecho,Single,5337.0,1,No,12,3,4,0,10,3,Satisfecho,10,7,5,7
622,26,Yes,Rarely,471.0,Research & Development,24,FP/Bachiller,Technical Degree,3,Male,66.0,Nada satisfecho,Becario,Laboratory Technician,Muy satisfecho,Single,2340.0,1,Yes,18,3,2,0,1,3,Nada satisfecho,1,0,0,0
623,37,No,Rarely,799.0,Research & Development,1,FP/Bachiller,Technical Degree,2,Female,59.0,Satisfecho,Senior,Manufacturing Director,Muy satisfecho,Single,7491.0,4,No,17,3,4,0,12,3,Muy satisfecho,6,5,1,2
624,46,No,Frequently,1034.0,Research & Development,18,Sin estudios,Medical,1,Female,86.0,Satisfecho,Senior,Healthcare Representative,Satisfecho,Married,10527.0,5,No,11,3,4,0,28,3,Insatisfecho,2,2,1,2
625,41,No,Rarely,1276.0,Sales,2,Postgrado,Life Sciences,2,Female,91.0,Satisfecho,Manager,Manager,Nada satisfecho,Married,16595.0,7,No,16,3,2,1,22,2,Satisfecho,18,16,11,8
626,37,No,Non,142.0,Sales,9,Estudios universitarios,Medical,1,Male,69.0,Satisfecho,Senior,Sales Executive,Insatisfecho,Divorced,8834.0,1,No,13,3,4,1,9,6,Satisfecho,9,5,7,7
630,52,No,Rarely,956.0,Research & Development,6,Educación básica,Technical Degree,4,Male,78.0,Satisfecho,Junior,Research Scientist,Nada satisfecho,Divorced,5577.0,3,Yes,12,3,2,2,18,3,Satisfecho,10,9,6,9
631,32,Yes,Non,1474.0,Research & Development,11,Estudios universitarios,Other,4,Male,60.0,Muy satisfecho,Junior,Sales Executive,Satisfecho,Married,4707.0,8,No,12,3,4,0,6,2,Satisfecho,4,2,1,2
632,24,No,Frequently,535.0,Sales,24,FP/Bachiller,Medical,4,Male,38.0,Satisfecho,Becario,Sales Representative,Muy satisfecho,Married,2400.0,0,No,13,3,3,2,3,3,Satisfecho,2,2,2,1
634,38,No,Rarely,1495.0,Research & Development,10,FP/Bachiller,Medical,3,Female,76.0,Satisfecho,Junior,Healthcare Representative,Satisfecho,Married,9824.0,3,No,19,3,3,1,18,4,Satisfecho,1,0,0,0
635,37,No,Rarely,446.0,Research & Development,1,Estudios universitarios,Life Sciences,2,Female,65.0,Satisfecho,Junior,Manufacturing Director,Insatisfecho,Married,6447.0,6,No,12,3,2,1,8,2,Insatisfecho,6,5,4,3
638,49,No,Rarely,1245.0,Research & Development,18,Estudios universitarios,Life Sciences,4,Male,58.0,Insatisfecho,Director,Research Director,Satisfecho,Divorced,19502.0,1,Yes,17,3,3,1,31,5,Satisfecho,31,9,0,9
639,24,No,Rarely,691.0,Research & Development,23,FP/Bachiller,Medical,2,Male,89.0,Muy satisfecho,Becario,Research Scientist,Muy satisfecho,Married,2725.0,1,Yes,11,3,2,2,6,3,Satisfecho,6,5,1,4
641,26,No,Rarely,703.0,Sales,28,Educación básica,Marketing,1,Male,66.0,Satisfecho,Junior,Sales Executive,Insatisfecho,Married,6272.0,1,No,20,4,4,2,6,5,Muy satisfecho,5,3,1,4
643,36,No,Rarely,823.0,Research & Development,17,Educación básica,Other,4,Male,94.0,Insatisfecho,Becario,Laboratory Technician,Insatisfecho,Married,2127.0,1,No,21,4,4,1,1,2,Satisfecho,1,0,0,0
644,50,No,Frequently,1246.0,Human Resources,3,FP/Bachiller,Medical,1,Male,99.0,Satisfecho,Director,Manager,Insatisfecho,Married,18200.0,1,No,11,3,3,1,32,3,Satisfecho,32,5,10,7
645,25,No,Rarely,622.0,Sales,13,Sin estudios,Medical,2,Male,40.0,Satisfecho,Becario,Sales Representative,Satisfecho,Married,2096.0,1,No,11,3,3,0,7,1,Satisfecho,7,4,0,6
647,24,Yes,Frequently,1287.0,Research & Development,7,FP/Bachiller,Life Sciences,1,Female,55.0,Satisfecho,Becario,Laboratory Technician,Satisfecho,Married,2886.0,1,Yes,16,3,4,1,6,4,Satisfecho,6,3,1,2
648,30,Yes,Frequently,448.0,Sales,12,Estudios universitarios,Life Sciences,2,Male,74.0,Insatisfecho,Becario,Sales Representative,Nada satisfecho,Married,2033.0,1,No,18,3,3,1,1,2,Muy satisfecho,1,0,0,0
649,34,No,Rarely,254.0,Research & Development,1,Educación básica,Life Sciences,2,Male,83.0,Insatisfecho,Becario,Research Scientist,Muy satisfecho,Married,3622.0,1,Yes,13,3,4,1,6,3,Satisfecho,6,5,1,3
650,31,Yes,Rarely,1365.0,Sales,13,Estudios universitarios,Medical,2,Male,46.0,Satisfecho,Junior,Sales Executive,Nada satisfecho,Divorced,4233.0,2,No,17,3,3,0,9,2,Nada satisfecho,3,1,1,2
652,35,No,Rarely,538.0,Research & Development,25,Educación básica,Other,1,Male,54.0,Insatisfecho,Junior,Laboratory Technician,Muy satisfecho,Single,3681.0,4,No,14,3,4,0,9,3,Satisfecho,3,2,0,2
653,31,No,Rarely,525.0,Sales,6,Estudios universitarios,Medical,1,Male,66.0,Muy satisfecho,Junior,Sales Executive,Muy satisfecho,Divorced,5460.0,4,No,22,4,4,2,13,4,Muy satisfecho,7,7,5,7
655,27,No,Rarely,798.0,Research & Development,6,Estudios universitarios,Medical,1,Female,66.0,Insatisfecho,Becario,Research Scientist,Satisfecho,Divorced,2187.0,0,No,12,3,3,2,6,5,Insatisfecho,5,3,0,3
656,37,No,Rarely,558.0,Sales,2,FP/Bachiller,Marketing,4,Male,75.0,Satisfecho,Junior,Sales Executive,Satisfecho,Married,9602.0,4,Yes,11,3,3,1,17,3,Insatisfecho,3,0,1,0
657,20,No,Rarely,959.0,Research & Development,1,FP/Bachiller,Life Sciences,4,Female,83.0,Insatisfecho,Becario,Research Scientist,Insatisfecho,Single,2836.0,1,No,13,3,4,0,1,0,Muy satisfecho,1,0,0,0
659,42,No,Rarely,622.0,Research & Development,2,Estudios universitarios,Life Sciences,3,Female,81.0,Satisfecho,Junior,Healthcare Representative,Muy satisfecho,Married,4089.0,1,No,13,3,2,2,10,4,Satisfecho,10,2,2,2
661,43,No,Rarely,782.0,Research & Development,6,Estudios universitarios,Unknown,2,Male,50.0,Insatisfecho,Manager,Research Director,Muy satisfecho,Divorced,16627.0,4,Yes,14,3,3,1,21,2,Insatisfecho,1,0,0,0
662,38,No,Rarely,362.0,Research & Development,1,Sin estudios,Life Sciences,3,Female,43.0,Satisfecho,Becario,Research Scientist,Nada satisfecho,Unknown,2619.0,3,No,17,3,4,0,8,3,Insatisfecho,0,0,0,0
663,43,No,Frequently,1001.0,Research & Development,9,Postgrado,Medical,4,Male,72.0,Satisfecho,Junior,Laboratory Technician,Satisfecho,Divorced,5679.0,3,Yes,13,3,2,1,10,3,Satisfecho,8,7,4,7
664,48,No,Rarely,1236.0,Research & Development,1,Estudios universitarios,Life Sciences,4,Female,40.0,Insatisfecho,Manager,Manager,Nada satisfecho,Married,15402.0,7,No,11,3,1,1,21,3,Nada satisfecho,3,2,0,2
665,44,No,Rarely,1112.0,Human Resources,1,Estudios universitarios,Life Sciences,1,Female,50.0,Insatisfecho,Junior,Human Resources,Satisfecho,Single,5985.0,4,No,11,3,2,0,10,1,Muy satisfecho,2,2,0,2
666,34,No,Rarely,204.0,Sales,14,FP/Bachiller,Technical Degree,3,Female,31.0,Satisfecho,Becario,Sales Representative,Satisfecho,Divorced,2579.0,1,Yes,18,3,4,2,8,3,Satisfecho,8,2,0,6
667,27,Yes,Rarely,1420.0,Sales,2,Sin estudios,Marketing,3,Male,85.0,Satisfecho,Becario,Sales Representative,Nada satisfecho,Divorced,3041.0,0,No,11,3,2,1,5,3,Satisfecho,4,3,0,2
669,21,No,Rarely,1343.0,Sales,22,Sin estudios,Technical Degree,3,Male,49.0,Satisfecho,Becario,Sales Representative,Satisfecho,Single,3447.0,1,No,11,3,3,0,3,2,Satisfecho,3,2,1,2
671,44,No,Rarely,1315.0,Research & Development,3,Estudios universitarios,Other,4,Male,35.0,Satisfecho,Director,Manager,Muy satisfecho,Married,19513.0,4,Yes,12,3,1,1,26,2,Muy satisfecho,2,2,0,1
675,22,No,Rarely,604.0,Research & Development,6,Sin estudios,Medical,1,Male,69.0,Satisfecho,Becario,Research Scientist,Satisfecho,Unknown,2773.0,0,No,20,4,4,0,3,3,Satisfecho,2,2,2,2
677,33,No,Rarely,1216.0,Sales,8,Estudios universitarios,Marketing,3,Male,39.0,Satisfecho,Junior,Sales Executive,Satisfecho,Unknown,7104.0,0,No,12,3,4,0,6,3,Satisfecho,5,0,1,2
679,32,No,Rarely,646.0,Research & Development,9,Estudios universitarios,Life Sciences,1,Female,92.0,Satisfecho,Junior,Research Scientist,Muy satisfecho,Married,6322.0,1,Yes,12,3,4,1,6,2,Insatisfecho,6,4,0,5
680,30,No,Frequently,160.0,Research & Development,3,FP/Bachiller,Medical,3,Female,71.0,Satisfecho,Becario,Research Scientist,Satisfecho,Divorced,2083.0,1,No,20,4,3,1,1,2,Satisfecho,1,0,0,0
682,53,No,Rarely,238.0,Sales,1,Sin estudios,Medical,4,Female,34.0,Satisfecho,Junior,Sales Executive,Nada satisfecho,Single,8381.0,7,No,20,4,4,0,18,2,Muy satisfecho,14,7,8,10
683,34,No,Rarely,1397.0,Research & Development,1,Postgrado,Life Sciences,2,Male,42.0,Satisfecho,Becario,Research Scientist,Muy satisfecho,Married,2691.0,1,No,12,3,4,1,10,3,Insatisfecho,10,9,8,8
684,45,Yes,Frequently,306.0,Sales,26,Estudios universitarios,Life Sciences,1,Female,100.0,Satisfecho,Junior,Sales Executive,Nada satisfecho,Married,4286.0,2,No,14,3,4,2,5,4,Satisfecho,1,1,0,0
686,26,No,Rarely,991.0,Research & Development,6,FP/Bachiller,Life Sciences,3,Female,71.0,Satisfecho,Becario,Laboratory Technician,Muy satisfecho,Married,2659.0,1,Yes,13,3,3,1,3,2,Satisfecho,3,2,0,2
689,37,No,Rarely,482.0,Research & Development,3,FP/Bachiller,Other,3,Male,36.0,Satisfecho,Senior,Manufacturing Director,Satisfecho,Married,9434.0,1,No,15,3,3,1,10,2,Satisfecho,10,7,7,8
690,29,No,Rarely,1176.0,Sales,3,Educación básica,Medical,2,Female,62.0,Satisfecho,Junior,Sales Executive,Satisfecho,Married,5561.0,1,No,14,3,1,1,6,5,Insatisfecho,6,0,1,2
691,35,No,Rarely,1017.0,Research & Development,6,Estudios universitarios,Life Sciences,2,Male,82.0,Nada satisfecho,Junior,Research Scientist,Muy satisfecho,Single,6646.0,1,No,13,3,2,0,17,3,Satisfecho,17,11,11,8
692,33,No,Frequently,1296.0,Research & Development,6,FP/Bachiller,Life Sciences,3,Male,30.0,Satisfecho,Junior,Healthcare Representative,Muy satisfecho,Divorced,7725.0,3,No,23,4,3,1,15,2,Nada satisfecho,13,11,4,7
698,36,No,Rarely,397.0,Human Resources,19,Estudios universitarios,Medical,3,Male,88.0,Satisfecho,Senior,Human Resources,Insatisfecho,Married,10725.0,2,No,15,3,3,1,16,1,Muy satisfecho,9,7,7,1
699,36,No,Rarely,913.0,Research & Development,9,Educación básica,Medical,2,Male,48.0,Insatisfecho,Junior,Manufacturing Director,Insatisfecho,Divorced,8847.0,2,Yes,11,3,3,1,13,2,Satisfecho,3,2,0,2
700,27,No,Rarely,1115.0,Research & Development,3,Estudios universitarios,Medical,1,Male,54.0,Insatisfecho,Becario,Research Scientist,Muy satisfecho,Single,2045.0,0,No,13,3,4,0,5,0,Satisfecho,4,2,1,1
701,20,Yes,Rarely,1362.0,Research & Development,10,Sin estudios,Medical,4,Male,32.0,Satisfecho,Becario,Research Scientist,Satisfecho,Single,1009.0,1,Yes,11,3,4,0,1,5,Satisfecho,1,0,1,1
702,33,Yes,Frequently,1076.0,Research & Development,3,FP/Bachiller,Life Sciences,1,Male,70.0,Satisfecho,Becario,Research Scientist,Nada satisfecho,Single,3348.0,1,Yes,11,3,1,0,10,3,Satisfecho,10,8,9,7
704,35,No,Non,727.0,Research & Development,3,FP/Bachiller,Life Sciences,3,Male,41.0,Insatisfecho,Becario,Laboratory Technician,Satisfecho,Married,1281.0,1,No,18,3,3,2,1,3,Satisfecho,1,0,0,0
705,23,No,Rarely,885.0,Research & Development,4,FP/Bachiller,Medical,1,Male,58.0,Muy satisfecho,Becario,Research Scientist,Nada satisfecho,Married,2819.0,2,No,16,3,1,1,5,3,Muy satisfecho,3,2,0,2
707,25,No,Rarely,810.0,Sales,8,FP/Bachiller,Life Sciences,4,Male,57.0,Muy satisfecho,Junior,Sales Executive,Insatisfecho,Unknown,4851.0,0,No,22,4,3,1,4,4,Satisfecho,3,2,1,2
709,38,No,Rarely,243.0,Sales,7,Estudios universitarios,Marketing,4,Female,46.0,Insatisfecho,Junior,Sales Executive,Muy satisfecho,Single,4028.0,0,No,20,4,1,0,8,2,Satisfecho,7,7,0,5
710,29,No,Frequently,806.0,Research & Development,1,Estudios universitarios,Life Sciences,2,Male,76.0,Nada satisfecho,Becario,Research Scientist,Muy satisfecho,Divorced,2720.0,1,No,18,3,4,1,10,5,Satisfecho,10,7,2,8
712,48,No,Rarely,817.0,Sales,2,Sin estudios,Marketing,2,Male,56.0,Muy satisfecho,Junior,Sales Executive,Insatisfecho,Married,8120.0,3,No,12,3,4,0,12,3,Satisfecho,2,2,2,2
714,27,No,Frequently,1410.0,Sales,3,Sin estudios,Medical,4,Female,71.0,Muy satisfecho,Junior,Sales Executive,Muy satisfecho,Divorced,4647.0,1,Yes,20,4,2,2,6,3,Satisfecho,6,5,0,4
715,37,No,Rarely,1225.0,Research & Development,10,Educación básica,Life Sciences,4,Male,80.0,Muy satisfecho,Becario,Research Scientist,Muy satisfecho,Single,4680.0,3,No,17,3,1,0,4,2,Satisfecho,1,0,0,0
716,50,No,Rarely,1207.0,Research & Development,28,Sin estudios,Medical,4,Male,74.0,Muy satisfecho,Becario,Laboratory Technician,Satisfecho,Married,3221.0,1,Yes,11,3,3,3,20,3,Satisfecho,20,8,3,8
717,34,No,Rarely,1442.0,Research & Development,9,FP/Bachiller,Medical,4,Female,46.0,Insatisfecho,Senior,Healthcare Representative,Insatisfecho,Single,8621.0,1,No,14,3,2,0,9,3,Muy satisfecho,8,7,7,7
720,24,Yes,Rarely,693.0,Sales,3,Educación básica,Life Sciences,1,Female,65.0,Satisfecho,Junior,Sales Executive,Satisfecho,Single,4577.0,9,No,14,3,1,0,4,3,Satisfecho,2,2,2,0
721,36,No,Rarely,408.0,Research & Development,2,Estudios universitarios,Technical Degree,4,Female,80.0,Insatisfecho,Junior,Healthcare Representative,Satisfecho,Single,4553.0,1,No,11,3,1,0,20,4,Satisfecho,20,7,11,10
722,36,No,Rarely,929.0,Sales,10,FP/Bachiller,Marketing,4,Male,55.0,Satisfecho,Junior,Sales Executive,Muy satisfecho,Single,5396.0,1,No,12,3,4,0,10,2,Insatisfecho,10,7,0,8
723,50,Yes,Frequently,562.0,Sales,8,Educación básica,Technical Degree,2,Male,50.0,Satisfecho,Junior,Sales Executive,Satisfecho,Married,6796.0,3,Yes,14,3,1,1,18,4,Satisfecho,4,3,1,3
724,38,No,Rarely,827.0,Research & Development,1,Estudios universitarios,Life Sciences,2,Female,33.0,Muy satisfecho,Junior,Healthcare Representative,Muy satisfecho,Single,7625.0,0,No,13,3,3,0,10,2,Insatisfecho,9,7,1,6
